title,0,1,2,3,4,5,6,7
,0.9192633,-0.68587446,1.1396081,-1.858221,-1.3512727,0.5668077,0.74476594,0.2150774
,1.3040881,-0.9283926,1.6118058,-2.7085981,-1.9777315,0.7763146,1.2013277,0.3517057
,0.82357603,-0.5965259,1.054282,-1.6436329,-1.219901,0.4311395,0.75580055,0.21919528
,0.48688662,-0.46563217,0.68864477,-1.1453482,-0.8117032,0.37655506,0.5280527,0.16920994
,0.9650898,-0.68403256,1.2211919,-1.8663648,-1.4628184,0.54489756,0.8915008,0.28516516
,0.94032973,-0.72357523,1.1965896,-2.0049386,-1.512077,0.5874547,0.8578991,0.32361048
,1.0106804,-0.72614354,1.4020559,-2.2011876,-1.6723791,0.61164594,0.9589159,0.26315144
,1.1667734,-0.7820966,1.4564974,-2.3084679,-1.7208217,0.6913907,1.0060794,0.30786842
,0.80796957,-0.6453471,1.1534474,-1.6727536,-1.287845,0.4742551,0.73402613,0.25761536
,1.1173487,-0.89659685,1.4501761,-2.453729,-1.8254472,0.65313077,1.0741485,0.41051462
,0.9581777,-0.690125,1.1982516,-1.9026906,-1.4485798,0.5455469,0.8563158,0.20113121
,0.89098185,-0.67163134,1.1003218,-1.7951585,-1.3098207,0.5513267,0.7193921,0.20317467
,1.3170967,-0.9408273,1.632511,-2.7463522,-1.994756,0.7882074,1.2178688,0.3599935
,0.47134385,-0.4593833,0.6770585,-1.1217256,-0.792771,0.37251294,0.5159496,0.16660282
,0.8187124,-0.59101313,1.0522823,-1.6403849,-1.208655,0.42733002,0.7508646,0.2244135
,0.9854272,-0.70000654,1.2495251,-1.9098622,-1.4920553,0.5599939,0.91361195,0.28989762
,0.9939069,-0.76502967,1.2584597,-2.1034205,-1.5906018,0.6099982,0.9099937,0.34213483
,1.0452436,-0.75294125,1.4410408,-2.2647848,-1.7207589,0.62785697,0.9869766,0.27627286
,1.2625269,-0.85791564,1.5717461,-2.504228,-1.8697407,0.74843585,1.0952145,0.3364588
,0.8191529,-0.65773803,1.175652,-1.7165058,-1.3106202,0.48990235,0.74575484,0.25809285
,1.0898744,-0.8722573,1.414687,-2.402725,-1.792985,0.6398373,1.0526118,0.40518722
,0.96952295,-0.6943007,1.2097102,-1.9189986,-1.4608968,0.551143,0.86963797,0.20490842
,0.87247264,-0.7011474,1.1374224,-1.907811,-1.3831753,0.55075055,0.8681592,0.32005173
,1.2480179,-0.9337474,1.4853402,-2.4325662,-1.8088008,0.6660431,1.0622888,0.38175094
,1.1018432,-0.7851881,1.36781,-2.372932,-1.7066258,0.6869996,1.0901123,0.29887617
,1.2053077,-0.80697465,1.3971208,-2.415651,-1.7420563,0.68869156,1.005001,0.30375177
,1.1415162,-0.85502845,1.2927161,-2.2769947,-1.7399595,0.6928462,1.0517659,0.39218354
,0.87275255,-0.6635099,1.1306685,-1.9268519,-1.4397086,0.60184777,0.84632295,0.33925453
,1.2901903,-0.8846479,1.5305322,-2.4862466,-1.9876083,0.71525055,1.1218351,0.37971118
,0.92122316,-0.7676273,1.2192206,-2.0105653,-1.5705844,0.60735434,0.882482,0.33596224
,1.0832433,-0.7778835,1.291978,-2.1286316,-1.6411268,0.5713348,0.9087503,0.25217667
,1.0348507,-0.7992484,1.2303497,-2.1199663,-1.5620604,0.5558458,0.9224364,0.31863153
,1.220439,-0.9192004,1.5116487,-2.2913756,-1.8357615,0.6992942,1.1215498,0.33991832
,0.91152054,-0.5883836,1.0610021,-1.7915883,-1.314064,0.5473513,0.74470174,0.32517487
,0.98995346,-0.6704302,1.2306674,-1.9545914,-1.4619598,0.5172031,0.8778886,0.27431002
,0.93816066,-0.6883308,1.0807798,-1.783759,-1.4181589,0.54422504,0.81868374,0.27905753
,0.9299123,-0.7601865,1.1709253,-1.8741539,-1.521803,0.53135794,0.8821017,0.28322706
,1.1315873,-0.7747934,1.4495933,-2.2696462,-1.664672,0.6892829,1.028043,0.36398414
,0.9802653,-0.68603814,1.1850522,-2.0222614,-1.4829882,0.5606923,0.95560193,0.27968052
,0.97766614,-0.7867987,1.2259303,-1.9953381,-1.5369359,0.6427691,0.9768446,0.34652108
,0.9689147,-0.66888714,1.2563304,-1.9195172,-1.461077,0.5859074,0.8959566,0.32351628
,0.9790904,-0.72267395,1.2275012,-2.0686107,-1.5520009,0.57645446,0.9741414,0.3351393
,0.89445335,-0.6050455,1.0724039,-1.8048836,-1.3241836,0.5709134,0.8599587,0.22675844
,0.7404338,-0.6221246,0.99262255,-1.5572144,-1.2612207,0.46638876,0.73432845,0.24797161
,0.59824383,-0.43118134,0.6556777,-1.1909075,-0.907343,0.3692703,0.49925852,0.1119767
,1.0357604,-0.7225937,1.250723,-2.075374,-1.5764434,0.646528,0.9845201,0.26878574
,0.709076,-0.48899296,0.8834419,-1.5144801,-1.1305418,0.3793799,0.67367864,0.26198757
,0.48823646,-0.37423325,0.63777775,-1.0251174,-0.827355,0.35009414,0.48261693,0.14206246
,0.7577449,-0.5911669,0.98968506,-1.6879259,-1.2949256,0.45991808,0.7773777,0.26922107
,1.1101823,-0.77969176,1.3148571,-2.143563,-1.5888706,0.651482,0.95282197,0.3226894
,0.118137434,-0.099206686,0.1334183,-0.23084344,-0.14220145,0.027529957,0.085940644,-0.014281251
,0.9255375,-0.73278284,1.1959951,-2.0693264,-1.4747816,0.53367084,0.9209819,0.24912423
,1.1324604,-0.8506943,1.4822718,-2.324876,-1.8257558,0.755369,1.0121746,0.41274744
,0.64435804,-0.395539,0.74063575,-1.3038093,-1.0080783,0.38418576,0.5215149,0.13024734
,1.0893872,-0.7746403,1.2886353,-2.0951312,-1.5918478,0.64226526,0.9226189,0.341496
,1.033906,-0.7828311,1.3474882,-2.1185355,-1.6099015,0.57826567,0.9877428,0.30266386
,0.89906234,-0.67036146,1.1219807,-1.7390705,-1.3459551,0.50257987,0.7780706,0.20735152
,0.6423415,-0.50304455,0.8148062,-1.4582965,-1.0549132,0.4055793,0.6310392,0.15719809
,0.79355675,-0.554076,0.8749756,-1.488598,-1.143599,0.4089694,0.71131945,0.17424044
,0.96726245,-0.66500103,1.1698852,-1.9048951,-1.4313401,0.51692027,0.93370605,0.25254238
