,about,album,all,alone,always,and,and you,are,around,away,back,been,before,better,broken,but,can,cant,could,dont,down,even,ever,every,everything,eyes,fall,feel,find,float,float away,for,from,get,getting,got,had,have,here,hold,home,hope,how,ill,its,ive,just,keep,knees,know,last,left,let,lets,like,little,look,looking,lost,make,mind,more,much,myself,need,never,night,not,nothing,now,off,one,only,our,out,over,past,right,same,say,see,seems,something,stay,still,take,talk,than,that,thats,the,the past,the same,there,theres,these,things,think,this,through,time,too,too much,trying,used,want,was,way,well,were,what,when,where,while,who,will,with,without,woah,wont,words,would,year,you,you float,youll,your,youre
"""Door Without A Key"" lyrics",0.0,0.03570225129952347,0.0,0.0,0.0,0.1939092430859497,0.0,0.0,0.0,0.0,0.08612769205535369,0.0,0.0,0.0,0.0,0.06809341732556226,0.0,0.0,0.0,0.0,0.04153716732239509,0.0,0.0,0.0,0.0,0.0,0.0,0.04081038575578861,0.0,0.0,0.0,0.03687644182796701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10375608500512207,0.0,0.10214012598834338,0.0,0.0,0.0,0.0,0.0,0.3262753469280304,0.0,0.0,0.0,0.23262038757529893,0.0,0.0,0.0,0.0,0.0,0.0,0.3575973035562302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10796289429461865,0.0,0.049387754487065165,0.4469966294452878,0.0,0.05973446076969547,0.13051013877121215,0.04837017822867686,0.2578478309903219,0.0,0.0,0.16799898583568196,0.0,0.11610539563677705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005298514214231,0.08457556399056768,0.0,0.049387754487065165,0.0,0.25305292540035945,0.0,0.0,0.05045267656691492,0.0,0.0,0.0,0.0,0.0,0.0,0.12286183595536095,0.0,0.0,0.0,0.2610202775424243,0.0,0.0,0.0,0.0,0.0,0.28236837666239606,0.0,0.0,0.03628181887635903,0.09479183290309792
"""Basement Stairs"" lyrics",0.0,0.051128583428450516,0.19811641956463372,0.0,0.0,0.0,0.0,0.06927010490923677,0.0,0.0,0.37002598394775355,0.0,0.0,0.0,0.0,0.24378854567532385,0.07385189369730107,0.2167572454800269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07917972040295987,0.17533156623850804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05844385541283601,0.054582596882627475,0.0,0.0,0.09751541827012955,0.06055960929777152,0.0,0.22202446922520994,0.0,0.0,0.0,0.3116714278516113,0.0,0.0,0.0,0.0,0.0,0.0,0.27179457465302265,0.0,0.0,0.0,0.0,0.16105314479638316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179457465302265,0.0,0.0,0.0,0.0,0.0,0.0,0.06401362275194847,0.0,0.0,0.0,0.06927010490923677,0.0,0.0,0.0,0.40098079021837424,0.0,0.1330180409634267,0.0,0.0,0.0,0.0,0.07917972040295987,0.0,0.0,0.0,0.06055960929777152,0.2770804196369471,0.0,0.0,0.09059819155100755,0.0,0.0,0.0,0.0,0.17594833382118166,0.0,0.0,0.052810121600672805,0.0,0.0,0.0,0.0,0.10225716685690103,0.0,0.0,0.0,0.0,0.0,0.0,0.036761356594522634,0.0,0.0,0.0,0.0
"""Well, I'm Sorry"" lyrics",0.03932102526391356,0.02961962190903629,0.0,0.04587010286488496,0.0,0.1809818159301522,0.0,0.0,0.23510731157690126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41857002004544763,0.0,0.0,0.0,0.0,0.0,0.0,0.2973446343360688,0.0,0.0,0.06771495645511368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03385747822755684,0.0,0.20085112541704941,0.1015724346826705,0.11298454311783386,0.03508316894539302,0.055947590084683134,0.0,0.0,0.0,0.10827499177203868,0.0,0.11298454311783386,0.0,0.0,0.0,0.0,0.2293505143244248,0.0,0.0,0.2894829181992986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04478457230027029,0.04478457230027029,0.0,0.0,0.0,0.0,0.04955743905601146,0.0,0.0,0.0,0.0,0.04587010286488496,0.0,0.0,0.01926487991756592,0.05413749588601934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508316894539302,0.36116370951170435,0.24584107078917553,0.34769133832856225,0.05248500935173698,0.0,0.16742800801817906,0.0,0.0,0.15289460729734444,0.0,0.0,0.1223750575426074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08518581272385678,0.0,0.0,0.0903013438794741,0.0
"""Isolating Everything"" lyrics",0.0,0.042012614105915426,0.0,0.06506237441448012,0.0,0.14261415430420085,0.0,0.0,0.0,0.05162065148080217,0.0,0.0,0.0,0.0,0.0,0.040064454776974893,0.0,0.0,0.13339093638796487,0.04339434247773318,0.0977576997667885,0.0,0.6143110753553618,0.0,0.0702925097940716,0.0,0.0,0.04802360988071301,0.0,0.0,0.0,0.0,0.0977576997667885,0.23748069144812162,0.0,0.0,0.0,0.1241324015820052,0.0,0.0,0.0,0.0,0.04802360988071301,0.0,0.0,0.04802360988071301,0.040064454776974893,0.0,0.0,0.09121931141200917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17645090525780738,0.0,0.0,0.0,0.0,0.0,0.0,0.4965296063280208,0.07444498957521066,0.07649547043799655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03294879316753275,0.0,0.05465079657391417,0.0,0.0,0.0,0.0,0.0,0.13339093638796487,0.0,0.18877875669643837,0.04976213548714366,0.0,0.0,0.0,0.0,0.0,0.0,0.11874034572406081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0702925097940716,0.0,0.0,0.0,0.07228881533313501,0.0,0.0,0.0,0.21144894099087377,0.0,0.0,0.1707784803512976,0.11154626252388247
"""Mess"" lyrics",0.060868920896323106,0.0458511549701308,0.0,0.0,0.0,0.031128858934847174,0.0,0.0,0.0,0.11267408806023878,0.05530539408452421,0.16901113209035817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18943650749819202,0.0,0.0,0.0,0.06479461120028526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047359126874548005,0.0,0.0,0.0,0.0,0.07468656073286113,0.0,0.0,0.0,0.0727891923187217,0.0,0.052411353726157246,0.0,0.0444167726077208,0.10482270745231449,0.21862499678569405,0.05430872214029667,0.0,0.0,0.23668075017355694,0.0,0.0,0.0,0.04372499935713881,0.0,0.0,0.0,0.2911567692748868,0.0,0.0,0.08124675948888757,0.0,0.17221864993227118,0.39446791695592825,0.0,0.0,0.0,0.0,0.2709478618684498,0.0,0.06479461120028526,0.0,0.0,0.0,0.0,0.06932648806648899,0.0,0.0,0.06342696894981024,0.0,0.0,0.0,0.0,0.24848052513993835,0.0,0.0,0.0710068886568752,0.035959205437554924,0.06773696546711246,0.1491101063501076,0.0,0.0,0.0,0.0,0.0,0.0,0.06932648806648899,0.0,0.0,0.0,0.0,0.0,0.0,0.06773696546711246,0.0,0.3239730560014263,0.0710068886568752,0.0,0.0,0.11933758961333764,0.047359126874548005,0.27730595226595595,0.15778716678237129,0.13245798712539053,0.0,0.0458511549701308,0.0,0.0,0.0,0.0,0.0,0.23668075017355694,0.0,0.0,0.0,0.0,0.0
"""Mokena"" lyrics",0.12476859001575362,0.03132843423746106,0.030348372698304427,0.04851643635024639,0.043337351630947284,0.29776911288886815,0.0,0.0,0.0,0.0,0.03778817355162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1572495059401405,0.04076952729646691,0.0,0.07162156109593602,0.0,0.0,0.0,0.0,0.03644852544319634,0.08854362413563445,0.3234307760367449,0.14920265975244246,0.0,0.0,0.0,0.0,0.14920265975244246,0.0,0.0,0.1003345202790648,0.0,0.03581078054796801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029875709080513107,0.0,0.0,0.0,0.09946843983496163,0.0,0.0,0.05551296937476401,0.0,0.0,0.0,0.0,0.0,0.0,0.05241650198004684,0.0,0.0,0.0,0.0,0.0,0.08556299218987401,0.7277465452536959,0.1421048383876032,0.0,0.053905129339457486,0.0,0.0392235895503048,0.0,0.0,0.0,0.0,0.0,0.0,0.04851643635024639,0.09827849296408492,0.0,0.14263415239076546,0.0,0.053905129339457486,0.14554930905073915,0.0,0.0,0.0,0.047368279462534406,0.0,0.0,0.0,0.0,0.0,0.0,0.09256443243202996,0.0,0.0,0.19406574540098556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06265686847492212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Scared To Be Alone"" lyrics",0.1097162045415608,0.027548895906655022,0.16012242821932682,0.12798988720380217,0.1143270850916132,0.07481300700474866,0.0,0.11197151074553853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07881429311386473,0.0,0.0,0.0,0.31300429031321225,0.0,0.37921506979924713,0.0,0.0,0.0,0.0,0.0,0.031490481080997355,0.042663295734600724,0.0,0.0,0.14227467741509647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882299202718193,0.133435356849439,0.0,0.13135715518977456,0.0978914490185338,0.0,0.11963032380850386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269244989173688,0.0,0.0,0.0,0.0,0.029907580952125964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03810902836387107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04321096854072978,0.0,0.08959030151247804,0.0,0.0,0.0,0.0,0.0,0.3061391405597053,0.0,0.0,0.0,0.03732383691517951,0.15243611345548427,0.21558934854458633,0.04881575003662367,0.0,0.1167922596779736,0.0,0.08532659146920145,0.0,0.0,0.0,0.0,0.0,0.23700941862452946,0.0,0.0,0.055097791813310044,0.0,0.0,0.0,0.0,0.0,0.0,0.4555749156521135,0.0,0.0,0.05599221422444399,0.1828603409026013
"""Keep Lying To Me"" lyrics",0.06209427168931845,0.04677418347589483,0.0,0.14487265327352086,0.0,0.2540441060055829,0.0,0.0,0.0,0.0,0.05641874565212996,0.0,0.0,0.15651845618557225,0.08048178823443058,0.0,0.0,0.0,0.14850901962212323,0.0,0.0,0.0,0.0,0.0,0.0,0.06086998589001271,0.07243632663676043,0.10693289087283857,0.0,0.0,0.0,0.04831251232670903,0.0,0.0,0.0,0.0,0.0,0.0,0.06609898997104297,0.0,0.07425450981106162,0.0,0.0,0.0,0.0,0.0,0.0,0.16620602918638203,0.0,0.2538945087880967,0.08048178823443058,0.0,0.0,0.2851277225571118,0.0,0.0,0.0,0.08549188012172569,0.0,0.07243632663676043,0.0,0.0,0.0,0.0,0.0,0.0,0.06609898997104297,0.05077890175761935,0.0,0.0,0.23477768427835838,0.0,0.0,0.24864700819188235,0.04258260578979244,0.0,0.0,0.2121662938266529,0.0,0.19411144724125007,0.0,0.0,0.07825922809278613,0.08549188012172569,0.0,0.0,0.0,0.0,0.18341549671750734,0.06910057670135135,0.15211183834024644,0.0,0.0,0.0,0.0,0.0,0.0,0.2121662938266529,0.2101743105013608,0.0,0.0,0.0,0.0,0.0,0.0,0.13219797994208593,0.0,0.0,0.08048178823443058,0.2298846548725752,0.0,0.1449375369801271,0.14144419588443527,0.24144536470329175,0.0,0.07825922809278613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690444088804058,0.0,0.0,0.0,0.0
"""Empty Picture Frames"" lyrics",0.0,0.027979312527102028,0.02710402307305498,0.0,0.0,0.018995466380673308,0.0,0.0,0.0,0.0,0.0,0.03437801649268512,0.09362598075351805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06510409532741897,0.0,0.4602546681160614,0.03953899695712888,0.0,0.0,0.0,0.031982479979576046,0.0,0.0,0.0,0.08669852347428504,0.13020819065483794,0.11861699087138665,0.04814247814527129,0.0,0.0,0.0,0.0,0.0,0.13325236159094986,0.0,0.031982479979576046,0.089608401073169,0.02710402307305498,0.06396495995915209,0.026681888887154285,0.0,0.0,0.0,0.0,0.0,0.10227881513690254,0.0,0.026681888887154285,0.0,0.0,0.0,0.0,0.0,0.049578434328093716,0.0,0.0,0.07006089497766686,0.0,0.029377932848048672,0.0,0.0,0.0,0.0,0.0,0.4744679634855466,0.0,0.0,0.0,0.0,0.04230444090846358,0.0,0.0,0.0,0.38533492237716777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08777217043444485,0.0,0.2547721023355522,0.05113940756845127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03314029299154579,0.0758139492267727,0.0,0.0,0.0,0.0,0.0,0.0,0.08665971143375015,0.0,0.0,0.0,0.0,0.04230444090846358,0.0,0.0,0.4213169133908312,0.16787587516261215,0.0,0.0,0.0,0.0,0.0,0.0,0.06035122133890672,0.0,0.0,0.02843351084156724,0.0
"""Stay In One Place"" lyrics",0.0,0.04876738040815503,0.0,0.0,0.06746105141575258,0.0,0.0,0.0,0.0,0.0,0.0,0.17976057914424926,0.0,0.08159410305508195,0.0,0.0930119940657992,0.4226477424909234,0.0,0.0,0.0,0.0,0.0,0.0,0.0689156784569826,0.0,0.0,0.0,0.0,0.1510461384445018,0.0,0.0,0.40297009880666435,0.056737566012131695,0.2756627138279304,0.0,0.07741873097246718,0.0,0.0720451723578319,0.0,0.0,0.0,0.0,0.0,0.0,0.09448353689996748,0.22297928386187324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08913496142275144,0.0,0.0,0.25924264914410006,0.0,0.07943677582405341,0.0,0.0,0.0,0.0,0.05294275249076981,0.08159410305508195,0.0,0.0,0.2067470353709478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061057367185168,0.0,0.0,0.2674048842682543,0.0,0.0,0.0,0.0,0.15298513216433687,0.0,0.03171876164870098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641421638136669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15111378705249914,0.1474715835665347,0.0,0.0,0.0,0.04876738040815503,0.0,0.0,0.0,0.0,0.0,0.0,0.28050924804106264,0.0,0.0,0.24779519479025078,0.0
"""...And We're Just Changing"" lyrics",0.0,0.03434138474479417,0.03326706771590455,0.0,0.1900209445385173,0.2564622274507248,0.0,0.04652644693998414,0.0,0.08439011430281625,0.0,0.1687802286056325,0.0,0.0,0.0,0.06549789320978137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11776443567089928,0.21272963653674837,0.0,0.0,0.1773540926325476,0.07990778129144482,0.0,0.0,0.0,0.0,0.0,0.14558869939489322,0.0,0.16355193191807887,0.0,0.03925481189029976,0.07332266353670495,0.03326706771590455,0.07850962378059952,0.13099578641956275,0.0,0.0,0.03728163000590253,0.05908934906649922,0.0,0.0,0.0,0.03274894660489069,0.0,0.0,0.0,0.05451731063935962,0.0,0.12170363990583181,0.12170363990583181,0.0,0.0,0.0,0.1802901507970077,0.0485295664649644,0.0,0.0,0.0,0.0,0.0,0.0,0.06085181995291591,0.06252789638184854,0.0,0.3634668136218864,0.0,0.17726804719949765,0.0,0.04299584108190876,0.0,0.0,0.0,0.1395793408199524,0.0,0.0,0.05318240913418709,0.16159535041408954,0.0,0.3127034225758898,0.3766064093021351,0.17726804719949765,0.05318240913418709,0.049603883493854035,0.0,0.0,0.05192383051741234,0.19288623349562875,0.04067589405835046,0.0,0.0,0.0,0.06085181995291591,0.0,0.0,0.0,0.05318240913418709,0.0,0.2109752857570406,0.0,0.10641245557952857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04938278379332509,0.0,0.0,0.0,0.0
"""I Think I'm Moving Forward"" lyrics",0.05870267362390595,0.044219370835820275,0.04283603631251139,0.0,0.12233936801857256,0.15010511271009952,0.0,0.0,0.0,0.05433208047615464,0.0,0.0,0.0,0.0,0.22825758409886338,0.0,0.0,0.0,0.0,0.04567367594318042,0.0,0.0,0.0,0.0,0.07398469777977776,0.1726357754740128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37493192169680706,0.0,0.0,0.0,0.0,0.0,0.0,0.0701987177875492,0.14796939555955552,0.05054610048392608,0.0,0.08567207262502279,0.10109220096785217,0.2530132943384578,0.0,0.0,0.09601070165609767,0.0,0.0,0.0808223013129094,0.0,0.2530132943384578,0.0,0.0,0.0,0.0,0.0,0.07835529092752908,0.0,0.07202856127942328,0.0,0.0,0.0,0.0,0.0,0.0,0.06532629324680353,0.0,0.0,0.0,0.0,0.040256737726801266,0.4108790642410124,0.0,0.0,0.0,0.0,0.16608960780072776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34679463172531516,0.0,0.08628208068947406,0.0,0.0,0.0,0.0,0.0,0.0,0.06685924676388584,0.09934727969128605,0.0,0.0599093550304244,0.0,0.0,0.0,0.0,0.0,0.06248865361613451,0.0,0.0,0.0,0.0,0.04567367594318042,0.0,0.0,0.0,0.0,0.0,0.2424669039387282,0.0,0.3043434454651512,0.0,0.0,0.0760858613662878,0.09538093669009091,0.0,0.0,0.0,0.0
"""To: My Old Self"" lyrics",0.4412208304632194,0.055393580105456135,0.0,0.0,0.22988168265268694,0.15042926985130048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07827950000960789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3222335177302303,0.0,0.0,0.0,0.0,0.0,0.15655900001921577,0.0,0.0,0.1853611756828633,0.18995721195834073,0.0,0.0,0.0,0.0,0.06561131452987913,0.0,0.0,0.0,0.0,0.1012460498071424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09815562733344999,0.0,0.0,0.13870690333960495,0.28593814272942786,0.0,0.0,0.0,0.0,0.08183420952312613,0.0,0.0,0.0,0.0,0.05042959191647978,0.0,0.1675090790032525,0.0,0.09531271424314262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17377177331575255,0.0,0.43234204901587225,0.2024920996142848,0.09531271424314262,0.0,0.0,0.0,0.175875785818054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16366841904625226,0.0,0.0,0.0,0.0,0.0,0.0,0.11443077453375879,0.0,0.0,0.0,0.0,0.11078716021091227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Spread Me All Over Illinois"" lyrics",0.0,0.04307471821253261,0.04172719237354148,0.13341438059896496,0.05958625941632059,0.20470733603958252,0.0,0.0,0.0,0.05292565254038381,0.0,0.05292565254038381,0.14413909328270055,0.0,0.0,0.0,0.06221861231349907,0.18261325942352383,0.0,0.04449137750710221,0.05011453655256936,0.0,0.0,0.0,0.0,0.0,0.0,0.049237675569182154,0.06670719029948248,0.0,0.0,0.0,0.05011453655256936,0.12174217294901588,0.07411631998291121,0.0,0.0,0.12727054321613734,0.0,0.0,0.13676313934029724,0.0,0.0,0.0,0.0,0.0,0.08215461649238148,0.10204030429331348,0.0,0.0,0.0,0.2668287611979299,0.0,0.0,0.12323192473857222,0.0,0.0701640462476232,0.0,0.13676313934029724,0.0,0.38163501802136374,0.0,0.0,0.16179024981176426,0.0,0.22613961259245266,0.0,0.0,0.0,0.0,0.07206954664135028,0.06087108647450794,0.06363527160806867,0.0,0.03921466092713184,0.06670719029948248,0.19538563031229125,0.0,0.14823263996582242,0.0,0.16179024981176426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20269055063650407,0.06363527160806867,0.22412960608231608,0.15746030703457412,0.14823263996582242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18261325942352383,0.12174217294901588,0.0,0.0,0.0,0.0,0.04449137750710221,0.0,0.0,0.0,0.3603477332067514,0.0,0.0,0.0,0.0,0.0,0.14823263996582242,0.0,0.03097064245160289,0.0,0.0,0.0,0.0
"""Sixteen"" lyrics",0.09352945337676025,0.07045358120203685,0.20474865012816076,0.0,0.0,0.23915859830812342,0.0,0.0,0.11184580355715099,0.08656590022311098,0.0,0.17313180044622195,0.0,0.0,0.0,0.1343731818652768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08053379610742578,0.21821433284069244,0.0,0.0,0.07277068795948839,0.08196800157781685,0.0,0.0,0.0,0.0,0.10408269540921358,0.1991231149848909,0.0,0.0,0.0,0.08053379610742578,0.0,0.0,0.40266898053712896,0.0671865909326384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11476124592109653,0.0,0.0,0.10910716642034622,0.0,0.0,0.0,0.088208760465704,0.12122563733435889,0.0,0.0,0.07648568531772204,0.0,0.0,0.0,0.09956155749244545,0.0,0.0,0.0641400202389759,0.0,0.0,0.10652511064609474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20353117730352413,0.0,0.0,0.055253892773385764,0.0,0.36658936046868135,0.0,0.0,0.0,0.0,0.0,0.11184580355715099,0.10652511064609474,0.0,0.0,0.0,0.19492015458348128,0.0,0.0,0.0,0.0,0.3982462299697818,0.0,0.0,0.0,0.0,0.14554137591897678,0.0,0.0,0.0,0.0,0.1409071624040737,0.0,0.0,0.0,0.0,0.0,0.0,0.10131198825618329,0.0,0.0,0.0,0.0
"""Short Song"" lyrics",0.1153375721196622,0.08688113433364186,0.16832638523989646,0.0,0.120184693565386,0.1769537044290335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14536331804232305,0.0,0.24855715490879451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12277617267122945,0.0,0.0,0.0,0.09931173743947455,0.2690950330926561,0.0,0.0,0.08973851730871364,0.0,0.0,0.0,0.1379247174907558,0.14151994906511073,0.0,0.0,0.0,0.0,0.0,0.09931173743947455,0.0,0.08416319261994823,0.0,0.0,0.10290696901382952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15879767361666722,0.1379247174907558,0.0,0.0,0.0,0.0,0.32632878428626877,0.0,0.0,0.12277617267122945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627268135996997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11770843012591659,0.0,0.0,0.0,0.06813735793976058,0.12835149735999485,0.05650830470354177,0.15879767361666722,0.0,0.0,0.0,0.13454751654632804,0.0,0.0,0.0975975481942924,0.0,0.0,0.0,0.0,0.0,0.12835149735999485,0.0,0.0,0.0,0.0,0.4270013519641673,0.11306351127909041,0.17947703461742728,0.0,0.0,0.1254941143849231,0.0,0.0,0.15879767361666722,0.0,0.0,0.0,0.0,0.0,0.0624673743415,0.0,0.14949163267832996,0.0,0.1153375721196622
"""Loose Ends"" lyrics",0.0,0.052557849381195745,0.05091365847242368,0.0,0.0,0.03568210834322458,0.0,0.0,0.08343614046273069,0.06457751994787671,0.0,0.0,0.0,0.0,0.0,0.050120698854858675,0.0,0.07427218394817278,0.0,0.0,0.1834425649130792,0.0,0.0,0.0,0.0,0.0,0.0,0.12015522997396316,0.0,0.0,0.0,0.21714557539228183,0.06114752163769307,0.0,0.0,0.2503084213881921,0.0,0.0,0.07427218394817278,0.0,0.08343614046273069,0.0,0.0,0.0,0.05091365847242368,0.18023284496094474,0.0,0.12450502676298365,0.0,0.17117326302627264,0.0,0.0,0.0,0.0,0.10024139770971735,0.0,0.0,0.3842520830807034,0.0,0.16278627491440648,0.0,0.37252321785210707,0.0,0.0,0.0,0.05518509320995636,0.07427218394817278,0.05705775434209088,0.0,0.0,0.0,0.0,0.0,0.0,0.04784797969829081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35174418169450333,0.0,0.0,0.0,0.0,0.16278627491440648,0.0,0.0,0.30765706400553994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11808126763794739,0.0,0.0,0.21811348588328022,0.0,0.0,0.0,0.0,0.0,0.08139313745720324,0.0,0.0,0.0,0.1628591815442114,0.07946694298757374,0.0,0.07591637485694487,0.08793604542362583,0.052557849381195745,0.0,0.0,0.09043342693805458,0.0,0.0,0.0,0.11336698848583183,0.0,0.0,0.0,0.0
"""Summer"" lyrics",0.04221583882374463,0.03180021823285691,0.09241619298651266,0.04924705946438587,0.0,0.08635808699805443,0.0,0.0,0.05048318198825383,0.03907274082668009,0.0,0.0,0.0,0.0,0.0,0.12130246426240249,0.0,0.0,0.0,0.13138430828268308,0.0739948287599716,0.0,0.0,0.0,0.0,0.08276697491174298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17975405660550653,0.0,0.0,0.10359821609351841,0.0,0.13481554245412988,0.0,0.0,0.0,0.0,0.20369097395541255,0.0,0.0,0.030325616065600622,0.0,0.0,0.06904578712097782,0.0,0.04924705946438587,0.0,0.0,0.09097684819680187,0.07048207180215613,0.0,0.0,0.0,0.0,0.16904686593885113,0.0,0.0,0.0,0.32830141408383046,0.06677967336711586,0.0,0.06904578712097782,0.0,0.18791677423950603,0.053205857315885834,0.0,0.0,0.0,0.028950503384777903,0.0,0.0,0.14424483644532352,0.0,0.0,0.03981426898393197,0.0,0.10641171463177167,0.0,0.04308361987398365,0.0,0.0,0.0,0.14963774602484603,0.0,0.22751476242295574,0.0,0.0,0.04924705946438587,0.0,0.0,0.0,0.19232644859376472,0.03572263823871936,0.1883299577877673,0.0,0.04398998140322856,0.0,0.0,0.0,0.0,0.26963108490825977,0.0,0.05471690234730508,0.19536370413340046,0.0,0.03284607707067077,0.0,0.0,0.04593333472206266,0.0,0.03180021823285691,0.23249239156973722,0.0,0.05471690234730508,0.0,0.05471690234730508,0.0,0.5030145535971612,0.0,0.0,0.03231644269359014,0.04221583882374463
"""Old Book"" lyrics",0.0,0.10637927701681232,0.0,0.0,0.0,0.2166662220398546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12376513156025343,0.0,0.18304102411132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1014463828054742,0.0,0.0,0.0,0.0,0.32948620306085724,0.0,0.0,0.1014463828054742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11169692799266125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38738521815090954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15365790583334876,0.0,0.0,0.08342896223744148,0.0,0.2767603183781556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11950070282982131,0.0,0.0,0.0,0.0,0.0,0.0,0.4509899847819776,0.30065998985465175,0.0,0.0,0.0,0.27687517385910887,0.0,0.32168880733460514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07648650274371699,0.0,0.0,0.0,0.0
