title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,0.4659381,-0.34497163,0.59598064,-0.93421316,-0.7046822,0.24787743,0.43087378,0.1290982,-0.828441,0.49362868,0.21349703,-0.8965228,-0.75518286,-0.8103085,-0.22529452,1.0056405
,0.6090891,-0.44155455,0.7644956,-1.1917924,-0.9337836,0.35234353,0.5707092,0.1808065,-1.0578996,0.62768626,0.23090403,-1.1076807,-0.9768066,-0.99497294,-0.30520555,1.3263211
,0.61021686,-0.47182962,0.7673419,-1.2790762,-0.9824402,0.37660527,0.56367016,0.2041541,-1.1272558,0.6857667,0.2696943,-1.1954328,-1.0203166,-1.0792837,-0.3077004,1.3855184
,0.6183975,-0.44637793,0.8359915,-1.3257761,-1.0141358,0.3798864,0.58691907,0.17239508,-1.1414075,0.68581617,0.27968827,-1.2360053,-1.0312736,-1.097532,-0.30157557,1.4421508
,0.7057646,-0.48653683,0.8722877,-1.4044694,-1.0607971,0.4237572,0.622466,0.18778695,-1.198753,0.7279171,0.2949278,-1.3343756,-1.1692636,-1.158921,-0.33259228,1.4967178
,0.4868312,-0.3929278,0.6855216,-1.0198166,-0.79003966,0.2942127,0.45737478,0.15317577,-0.9450725,0.5619896,0.24149719,-1.0145653,-0.8607434,-0.903154,-0.29047212,1.075883
,0.65370965,-0.523784,0.8412307,-1.4240727,-1.0757931,0.3898384,0.6372663,0.2331821,-1.2265311,0.7493199,0.29815596,-1.2933093,-1.098012,-1.188024,-0.3315201,1.473481
,0.61777014,-0.45217445,0.7764711,-1.2390953,-0.94805634,0.35783562,0.56755346,0.14129266,-1.0833111,0.6657934,0.2905665,-1.149325,-1.0186911,-1.0532645,-0.2938956,1.3616385
,0.49903318,-0.40101862,0.6506599,-1.0829581,-0.7991388,0.31649315,0.49975476,0.18006021,-0.91875476,0.57098234,0.20670363,-0.99307513,-0.8600919,-0.9188803,-0.2540211,1.1460208
,0.7576829,-0.5685862,0.9084706,-1.4940492,-1.1264102,0.4210698,0.6677562,0.23107393,-1.301358,0.78448665,0.31712407,-1.4073619,-1.1950724,-1.2684157,-0.33182377,1.6103816
,0.6474568,-0.47060177,0.8016458,-1.3915616,-1.0171522,0.41071147,0.65004885,0.17777151,-1.1848047,0.7207343,0.2661255,-1.2465645,-1.0889754,-1.1432841,-0.34696722,1.4483454
,0.70738477,-0.4925634,0.82337075,-1.4196213,-1.0457158,0.4101976,0.6113207,0.1850358,-1.2173519,0.7471627,0.27636722,-1.2854146,-1.157165,-1.1409612,-0.32378492,1.4886241
,0.6880142,-0.52224284,0.79103065,-1.3778565,-1.0603831,0.42027077,0.6428867,0.23375088,-1.1722103,0.72087413,0.2691239,-1.2704796,-1.0814544,-1.0998797,-0.3340504,1.4279332
,0.57501584,-0.43893102,0.73657525,-1.24864,-0.94224983,0.38667452,0.5608219,0.21276754,-1.0746431,0.68364745,0.24166006,-1.1637573,-1.0150528,-1.0300913,-0.2602989,1.2680223
,0.778075,-0.544259,0.9202315,-1.5064739,-1.2059845,0.43947974,0.69120145,0.23217969,-1.312812,0.82036936,0.32954732,-1.4577895,-1.235049,-1.3028411,-0.39649332,1.615818
,0.56312054,-0.46364868,0.7335156,-1.2130504,-0.95056033,0.36711273,0.5430438,0.20222789,-1.0948853,0.6648906,0.28325,-1.1165771,-0.9887473,-0.99470913,-0.31778353,1.3288314
,0.6897112,-0.50605303,0.8290811,-1.3717276,-1.0622479,0.38294363,0.60097426,0.17462476,-1.2003744,0.76983607,0.2556655,-1.2746514,-1.100225,-1.1114566,-0.33691788,1.4491677
,0.61127865,-0.47630274,0.7320641,-1.2530056,-0.9343251,0.3394849,0.55379736,0.19171794,-1.0581933,0.64665926,0.23938125,-1.1364055,-1.0095906,-1.0540637,-0.31426504,1.3350539
,0.7488833,-0.5685895,0.92564875,-1.4317297,-1.1437576,0.43841085,0.6977872,0.21079575,-1.2586606,0.8076582,0.29964036,-1.3482803,-1.1860578,-1.1882331,-0.3674282,1.5615945
,0.5631132,-0.37586945,0.6565196,-1.1097599,-0.825162,0.33823988,0.4757131,0.19384569,-0.95128375,0.6012464,0.2351221,-1.0087063,-0.8988306,-0.94531304,-0.29945576,1.1589987
,0.5974007,-0.41232845,0.7393563,-1.1831459,-0.89473444,0.32082877,0.5395065,0.1671467,-1.0433515,0.6087301,0.25236604,-1.1259743,-0.94514096,-0.94994706,-0.294853,1.2733768
,0.56666625,-0.42316642,0.6622915,-1.0938362,-0.8687852,0.33244067,0.50783026,0.17031798,-0.9887011,0.5922127,0.25126413,-1.0311087,-0.896008,-0.91748893,-0.26503602,1.1431339
,0.5684598,-0.45785275,0.7096258,-1.1444271,-0.9262379,0.32995024,0.54487836,0.17483605,-1.0168055,0.64740473,0.24727502,-1.0910267,-0.9805194,-0.9499583,-0.259587,1.261337
,0.6688631,-0.46933275,0.85024035,-1.345933,-1.0030651,0.41073906,0.61965257,0.21780317,-1.1783545,0.7165185,0.26962757,-1.2520866,-1.110928,-1.0975331,-0.31642407,1.4146583
,0.6311861,-0.45780736,0.77102005,-1.3054914,-0.9736555,0.37050575,0.61821896,0.1856665,-1.1002413,0.70320266,0.27487338,-1.1980643,-1.0178214,-1.0840726,-0.29451948,1.3864992
,0.620786,-0.49533528,0.77565587,-1.2692213,-0.9817835,0.40373126,0.6198475,0.21448871,-1.1324153,0.6732413,0.27819663,-1.1887507,-1.0595936,-1.0432593,-0.29324841,1.3707556
,0.553318,-0.38995954,0.72033787,-1.1066462,-0.84870607,0.34052345,0.522151,0.18342967,-0.99243206,0.61032325,0.26690063,-1.0403992,-0.87931556,-0.9201921,-0.26172698,1.2037439
,0.6226326,-0.46333233,0.7793487,-1.3083979,-0.99172366,0.37419152,0.6189985,0.20721516,-1.1349311,0.6702703,0.2778398,-1.1577884,-1.0354196,-1.0696275,-0.3006521,1.3716897
,0.5532763,-0.386394,0.66404593,-1.1219466,-0.8341913,0.35435128,0.53162587,0.14762878,-0.9695144,0.6286971,0.22379275,-1.0110304,-0.8639277,-0.93933415,-0.2805409,1.1758455
,0.41913542,-0.35217682,0.5548227,-0.8785763,-0.7133758,0.2685222,0.41859016,0.14182349,-0.79957,0.47578806,0.19959217,-0.84406143,-0.7475335,-0.7704999,-0.23624393,0.9700872
,0.3253569,-0.23829693,0.36408618,-0.657285,-0.5016549,0.20605196,0.28001437,0.06388405,-0.5710432,0.34572208,0.105704606,-0.58719,-0.54256594,-0.5048189,-0.17439874,0.7029794
,0.621264,-0.4412705,0.75237757,-1.2493135,-0.95828414,0.39051372,0.5978673,0.16444919,-1.1271927,0.691349,0.29541576,-1.1486648,-1.0146977,-1.0164157,-0.29147685,1.3429353
,0.473768,-0.3365712,0.587914,-1.00045,-0.7537275,0.26216227,0.449891,0.16793336,-0.83551973,0.5555418,0.22363052,-0.89862174,-0.82298595,-0.82104874,-0.2473819,1.0246109
,0.29626042,-0.22719231,0.3833777,-0.62186944,-0.5000172,0.21022455,0.29516047,0.08926796,-0.56772786,0.36072224,0.11511314,-0.5677345,-0.5006988,-0.5378747,-0.17203538,0.6436548
,0.48772204,-0.37919036,0.62891495,-1.0682448,-0.82664865,0.29988292,0.49699223,0.17066497,-0.894526,0.5958892,0.19510852,-1.00667,-0.8723429,-0.8576687,-0.27916205,1.111021
,0.6748437,-0.48438466,0.801891,-1.3101339,-0.9824896,0.4026534,0.59334785,0.20197946,-1.1481167,0.7123816,0.2657738,-1.2025653,-1.0812821,-1.0920188,-0.31704414,1.3877016
,0.089400545,-0.07361683,0.1049403,-0.17796989,-0.11933251,0.032150812,0.07230506,0.002177211,-0.15024196,0.10522645,0.02818919,-0.13505669,-0.14860111,-0.16654399,-0.014449145,0.1614151
,0.56704485,-0.44651076,0.7238729,-1.249392,-0.9071198,0.33214837,0.5639655,0.15889713,-1.0869906,0.6737565,0.23746225,-1.1518888,-0.9953355,-1.0321823,-0.3239932,1.316033
,0.6927443,-0.5250679,0.90183985,-1.4228327,-1.1198596,0.45536146,0.63041097,0.24941327,-1.2553165,0.7995937,0.28569126,-1.3426664,-1.1292213,-1.2070615,-0.3070221,1.5012811
,0.42056718,-0.2758506,0.4924101,-0.84900504,-0.66041756,0.25033784,0.35425505,0.09498818,-0.72821,0.4706189,0.1952435,-0.8049992,-0.6528976,-0.700631,-0.22681114,0.8921279
,0.69321823,-0.5083505,0.8260224,-1.3497533,-1.0338492,0.4126131,0.6034167,0.22089803,-1.1797178,0.7641367,0.29885256,-1.2521923,-1.0869408,-1.1580226,-0.29623002,1.4762549
,0.5908317,-0.44792923,0.76514703,-1.2116551,-0.930818,0.3358099,0.5690204,0.17718819,-1.0606346,0.66851187,0.25125095,-1.1481057,-1.0206546,-1.049516,-0.29761377,1.2764525
,0.5782808,-0.4346369,0.7194194,-1.1343836,-0.8807972,0.33271307,0.5164605,0.14234082,-0.9922566,0.5870785,0.25519422,-1.0408773,-0.9259019,-0.9251494,-0.2693679,1.184239
,0.41872284,-0.328535,0.5289022,-0.9283699,-0.68470925,0.26471367,0.4135047,0.11117989,-0.80682504,0.49266127,0.21885097,-0.82744366,-0.72430897,-0.7322809,-0.24391742,0.96734345
,0.45811158,-0.32371393,0.5104121,-0.8678365,-0.6714357,0.24391398,0.41871646,0.107011,-0.7748446,0.49306652,0.21651089,-0.8515177,-0.7029312,-0.750575,-0.21719746,0.9331885
,0.57129997,-0.4076373,0.7014027,-1.1372133,-0.86186063,0.32226145,0.5585504,0.15497698,-1.0534852,0.65684795,0.25973368,-1.1055139,-0.95500886,-0.98965335,-0.30979785,1.2508048
,0.62154686,-0.4383881,0.75669795,-1.2585748,-0.94398427,0.36667708,0.5632035,0.15935796,-1.1178223,0.6926086,0.29083607,-1.1424804,-1.0146546,-1.0698376,-0.30777487,1.3566636
,0.5728102,-0.40789485,0.7308746,-1.2227452,-0.92105484,0.37486258,0.5754506,0.20128994,-1.0384057,0.65471077,0.26411238,-1.1328095,-0.98873574,-1.0040624,-0.28276467,1.2896233
,0.6287815,-0.46320197,0.77417064,-1.3406303,-1.0259985,0.3935556,0.6099058,0.1883001,-1.1828508,0.70351964,0.2568969,-1.2208878,-1.0797184,-1.1200603,-0.28134304,1.442422
,0.65337574,-0.4958535,0.77649754,-1.2702647,-1.0075113,0.35096323,0.6136353,0.20152456,-1.1486982,0.68893147,0.29622927,-1.2227927,-1.0501847,-1.0707655,-0.29911357,1.4052416
,0.712754,-0.56032234,0.88061243,-1.4846437,-1.1071365,0.43625346,0.64987427,0.21743557,-1.2923001,0.7683882,0.294768,-1.33321,-1.1648802,-1.2250352,-0.36965123,1.5559394
,0.75050396,-0.5713389,0.9830095,-1.5665855,-1.2184274,0.4842623,0.6996702,0.257076,-1.3822106,0.86574376,0.35598373,-1.4421225,-1.2810508,-1.33151,-0.3420279,1.672347
,0.60670155,-0.468293,0.7376444,-1.1709554,-0.923842,0.36917615,0.51598066,0.17584653,-1.0536422,0.6227384,0.2214059,-1.1017907,-0.9875779,-0.9555042,-0.25965557,1.251018
,0.7608756,-0.54233277,0.9276652,-1.5022179,-1.1710896,0.4693044,0.67227113,0.24250196,-1.3287282,0.83751047,0.29977685,-1.446764,-1.2546318,-1.2580935,-0.36609986,1.6250342
,0.5690656,-0.41583622,0.6708114,-1.14671,-0.8768266,0.3548389,0.5233665,0.15074557,-1.0105293,0.6338128,0.21522856,-1.0670742,-0.88624245,-0.95470583,-0.23948987,1.1691923
